Record ID,Date,Time,First Response Time (seconds),Call Handle Time (minutes),First Call Resolution (FCR) (Yes/No),Quality of Recent Support (Rating),Average Wait Time (seconds),Customer Satisfaction & Recommendations (Rating),Agent ID/Name,Customer Retention (Yes/No),Fully Burdened Cost per call,Revenue per Call ($),Customer ID,Customer Inquiry Topic,Product Discussed,Customer Revenue ($),Second_Time_Resolution,Repeat
4950,11/5/2023,01:33:57,94,20.58,Yes,2,251,2,Agent 16,No,150.85,94.35,Cust6742,Product Feedback,Headphones,6307.15,11/07/2023 01:27:57,Yes
4951,10/30/2023,18:25:32,88,41.26,Yes,2,103,2,Agent 36,Yes,26.83,195.05,Cust6549,Warranty Claim,Router,4465.43,,No
4952,10/21/2023,16:13:42,86,55.26,No,2,11,1,Agent 36,No,79.38,374.63,Cust2295,Data Security,Headphones,8650.74,10/22/2023 07:12:14,Yes
4953,11/7/2023,05:55:14,120,21.85,Yes,1,80,5,Agent 48,Yes,149.05,37.49,Cust5627,Product Feedback,Speaker,7847.62,,No
4954,11/12/2023,06:47:55,100,12.13,Yes,1,269,2,Agent 34,Yes,40.11,12.14,Cust9670,Technical Support,Headphones,7798.64,,No
4955,10/27/2023,00:47:47,91,45.0,No,3,280,1,Agent 9,Yes,173.21,180.41,Cust8381,Product Feedback,Speaker,9277.6,,No
4956,11/12/2023,05:27:16,89,47.63,Yes,5,92,2,Agent 31,Yes,52.6,71.5,Cust8111,Billing Inquiry,Headphones,5309.81,,No
4957,11/4/2023,03:43:11,69,1.2,No,3,30,4,Agent 49,No,179.39,113.37,Cust5314,Promotions & Offers,Headphones,2879.43,,No
4958,10/18/2023,10:51:24,116,24.02,No,1,243,4,Agent 49,No,163.27,112.46,Cust4401,Product Setup,Router,2052.85,,No
4959,10/18/2023,11:14:23,35,47.29,Yes,5,138,3,Agent 18,Yes,198.8,465.95,Cust8362,Product Setup,Router,339.91,10/30/2023 11:27:24,No
4960,10/19/2023,01:58:14,70,52.58,No,5,182,3,Agent 37,No,112.08,408.5,Cust3605,Shipping Status,Smartwatch,377.77,10/22/2023 08:53:07,No
4961,11/2/2023,06:58:29,24,39.6,No,3,222,3,Agent 3,No,95.79,102.49,Cust4581,Shipping Status,Laptop,8304.62,,No
4962,11/18/2023,10:38:35,118,8.11,No,5,113,3,Agent 42,No,151.87,361.05,Cust1738,Warranty Claim,Headphones,9847.83,11/18/2023 17:27:13,Yes
4963,10/29/2023,13:51:21,32,56.99,No,2,33,3,Agent 34,Yes,126.33,478.56,Cust5084,Promotions & Offers,Charger,112.07,11/01/2023 15:38:04,No
4964,11/10/2023,19:37:17,43,53.74,No,1,175,4,Agent 42,No,154.5,122.33,Cust829,Warranty Claim,Smartphone,8439.37,11/16/2023 04:18:53,No
4965,11/19/2023,10:31:23,37,28.39,Yes,4,269,2,Agent 39,No,114.98,167.29,Cust4359,Product Setup,Headphones,7276.47,,No
4966,11/8/2023,01:29:26,42,14.26,Yes,4,166,1,Agent 18,Yes,127.57,147.7,Cust7424,Product Setup,Smartphone,8113.75,,No
4967,11/22/2023,13:54:51,11,17.67,Yes,1,68,5,Agent 31,No,93.44,312.21,Cust1723,Shipping Status,Charger,1575.71,,No
4968,10/28/2023,22:31:33,47,20.97,No,5,242,2,Agent 27,No,185.84,143.53,Cust8726,Data Security,Camera,8113.12,10/29/2023 13:48:36,Yes
4969,11/6/2023,00:39:42,80,43.19,Yes,1,249,1,Agent 41,No,99.07,314.06,Cust6423,Technical Support,Smartphone,4775.96,,No
4970,11/7/2023,11:15:14,64,57.28,No,3,244,1,Agent 2,Yes,115.55,167.75,Cust4912,Return & Refund,Smartphone,2983.99,11/08/2023 14:27:27,Yes
4971,10/23/2023,16:52:24,97,44.71,Yes,5,86,2,Agent 31,Yes,42.87,76.45,Cust3635,Billing Inquiry,Headphones,5342.26,10/28/2023 09:52:21,No
4972,11/5/2023,15:36:11,83,57.0,Yes,1,43,4,Agent 21,Yes,107.31,432.27,Cust8807,Promotions & Offers,Smartphone,6784.15,,No
4973,11/11/2023,18:14:04,21,29.95,Yes,5,248,4,Agent 26,Yes,15.31,385.17,Cust8468,Promotions & Offers,Camera,9092.9,,No
4974,10/20/2023,16:30:51,95,1.2,No,3,227,4,Agent 46,No,69.05,339.32,Cust9338,Billing Inquiry,Headphones,2188.07,,No
4975,11/11/2023,07:52:28,90,28.86,Yes,2,96,3,Agent 48,Yes,90.12,354.48,Cust6508,Return & Refund,Smartphone,6205.84,,No
4976,11/6/2023,16:21:01,97,34.08,No,2,189,1,Agent 45,Yes,26.75,329.42,Cust5808,Product Feedback,Charger,8959.86,11/06/2023 16:53:33,Yes
4977,10/31/2023,12:40:48,31,59.77,No,2,24,3,Agent 34,Yes,127.33,460.77,Cust3368,Promotions & Offers,Charger,286.74,11/11/2023 22:41:55,No
4978,10/31/2023,22:29:23,108,48.82,Yes,2,184,3,Agent 21,No,67.96,335.62,Cust2502,Data Security,Charger,6832.54,11/04/2023 12:15:18,No
4979,11/19/2023,21:02:04,116,30.81,No,5,180,1,Agent 50,Yes,142.76,210.79,Cust8471,Product Feedback,Speaker,3369.77,11/20/2023 06:26:54,Yes
4980,11/24/2023,04:02:24,31,38.95,Yes,1,115,3,Agent 14,Yes,106.66,378.69,Cust8038,Return & Refund,Laptop,7684.96,,No
4981,10/30/2023,19:55:18,55,59.17,Yes,1,217,4,Agent 43,No,181.69,331.99,Cust3545,Product Feedback,Charger,1987.27,,No
4982,11/4/2023,00:31:52,30,7.13,Yes,3,216,2,Agent 17,Yes,100.83,137.42,Cust2154,Product Setup,Speaker,1368.4,,No
4983,11/4/2023,23:03:29,23,28.01,Yes,5,131,1,Agent 42,No,180.79,360.8,Cust5126,Product Setup,Smartwatch,3836.14,,No
4984,11/11/2023,19:16:04,64,51.37,No,4,113,5,Agent 47,No,28.45,289.71,Cust9142,Account Management,Tablet,3915.56,11/14/2023 08:56:10,No
4985,10/26/2023,07:48:21,117,52.81,No,2,151,3,Agent 6,No,24.55,54.0,Cust8438,Warranty Claim,Router,6033.68,10/26/2023 08:48:02,Yes
4986,10/30/2023,22:41:47,7,59.77,No,4,271,1,Agent 11,Yes,61.32,82.91,Cust1877,Data Security,Camera,6992.68,10/30/2023 23:56:27,Yes
4987,10/22/2023,06:47:32,56,50.77,Yes,1,210,4,Agent 43,No,175.81,330.54,Cust6998,Product Feedback,Charger,1948.24,,No
4988,10/17/2023,00:50:33,92,53.61,Yes,1,229,3,Agent 44,No,192.83,119.89,Cust3492,Account Management,Smartphone,5569.65,,No
4989,10/24/2023,04:26:01,60,57.96,Yes,5,184,4,Agent 25,Yes,52.35,439.11,Cust5596,Data Security,Smartwatch,5128.66,,No
4990,10/18/2023,12:17:23,27,7.36,No,3,185,3,Agent 43,No,168.02,262.1,Cust1189,Product Setup,Speaker,7973.54,,No
4991,10/26/2023,09:14:53,10,43.38,Yes,3,102,2,Agent 11,Yes,48.21,27.37,Cust321,Product Feedback,Speaker,2891.27,,No
4992,10/31/2023,02:15:10,105,15.1,Yes,3,11,1,Agent 6,Yes,140.8,478.71,Cust2786,Technical Support,Tablet,112.07,11/03/2023 06:55:41,No
4993,10/19/2023,06:26:26,35,32.84,Yes,4,109,1,Agent 28,Yes,178.8,55.95,Cust7037,Billing Inquiry,Laptop,3889.93,,No
4994,11/24/2023,01:06:53,85,27.04,Yes,4,230,1,Agent 22,Yes,123.82,30.33,Cust4960,Return & Refund,Smartwatch,2614.43,,No
4995,10/22/2023,02:16:16,63,55.29,No,1,168,3,Agent 36,Yes,195.82,81.31,Cust3682,Promotions & Offers,Headphones,4571.41,10/25/2023 20:41:42,No
4996,11/19/2023,21:26:34,18,33.06,Yes,5,254,4,Agent 26,Yes,11.01,368.57,Cust3820,Promotions & Offers,Camera,9494.18,,No
4997,11/14/2023,05:37:11,19,22.75,No,3,83,1,Agent 35,Yes,133.4,112.67,Cust681,Product Setup,Printer,2148.86,11/15/2023 02:34:43,Yes
4998,11/16/2023,09:57:42,85,19.78,Yes,2,156,5,Agent 7,No,27.8,139.8,Cust6185,Product Setup,Printer,4248.92,,No
4999,10/25/2023,13:53:27,87,28.47,No,3,153,2,Agent 48,No,81.21,252.89,Cust3592,Warranty Claim,Tablet,306.76,,No
5000,11/23/2023,04:45:34,65,4.12,No,3,28,4,Agent 49,No,191.03,131.78,Cust3601,Promotions & Offers,Headphones,2931.64,,No
5001,10/25/2023,21:36:55,56,51.66,No,5,39,5,Agent 16,Yes,124.25,28.55,Cust6641,Technical Support,Laptop,9331.34,11/01/2023 11:42:23,No
5002,10/17/2023,14:08:20,99,24.39,Yes,3,74,2,Agent 1,No,85.01,362.56,Cust5603,Product Feedback,Smartwatch,3270.46,,No
5003,10/22/2023,20:51:52,66,46.12,Yes,1,299,2,Agent 30,No,55.1,458.26,Cust1765,Shipping Status,Camera,6674.14,10/25/2023 00:30:35,No
5004,10/30/2023,16:43:56,86,52.71,Yes,1,38,4,Agent 21,Yes,101.68,437.94,Cust6192,Promotions & Offers,Smartphone,6227.9,,No
5005,10/19/2023,22:14:18,14,40.64,No,1,140,4,Agent 24,No,53.52,352.81,Cust450,Warranty Claim,Charger,3689.23,,No
5006,11/18/2023,02:41:30,37,51.7,Yes,3,124,5,Agent 46,No,153.41,73.86,Cust9106,Warranty Claim,Camera,4171.13,,No
5007,11/8/2023,02:08:08,61,9.88,No,1,245,2,Agent 47,Yes,63.01,231.31,Cust5266,Account Management,Speaker,5676.43,11/08/2023 03:21:57,Yes
5008,11/22/2023,16:54:04,117,44.69,No,3,193,2,Agent 23,Yes,126.95,272.25,Cust8678,Product Feedback,Smartphone,9238.75,11/23/2023 03:40:57,Yes
5009,11/9/2023,03:54:51,101,16.55,Yes,4,275,2,Agent 30,Yes,191.01,116.77,Cust9532,Shipping Status,Smartphone,2132.1,,No
5010,10/19/2023,05:59:27,49,40.37,No,4,160,2,Agent 10,Yes,18.17,397.13,Cust2605,Promotions & Offers,Laptop,6614.53,,No
5011,11/7/2023,02:56:16,20,52.24,Yes,2,108,2,Agent 48,Yes,68.09,240.91,Cust8255,Account Management,Speaker,2389.26,,No
5012,10/19/2023,20:24:15,107,30.76,No,3,128,2,Agent 32,No,164.89,108.74,Cust4634,Billing Inquiry,Camera,5101.91,10/20/2023 06:19:50,Yes
5013,11/23/2023,04:31:38,63,48.01,No,5,51,5,Agent 16,Yes,121.26,10.98,Cust7110,Technical Support,Laptop,9891.13,,No
5014,11/11/2023,22:05:36,41,57.85,No,5,274,3,Agent 46,Yes,74.19,21.16,Cust979,Product Setup,Speaker,3158.02,11/12/2023 10:51:32,Yes
5015,10/30/2023,14:26:12,101,44.51,Yes,2,289,1,Agent 50,Yes,33.21,45.02,Cust2357,Product Setup,Smartphone,5780.26,10/30/2023 19:58:52,Yes
5016,11/10/2023,00:43:15,49,38.97,Yes,4,32,1,Agent 4,No,95.43,82.67,Cust2188,Account Management,Smartwatch,9637.07,11/29/2023 21:29:16,No
5017,11/15/2023,17:29:35,68,7.22,Yes,4,110,2,Agent 44,Yes,60.37,32.69,Cust2859,Warranty Claim,Camera,7797.89,,No
5018,11/23/2023,05:28:39,29,54.84,Yes,2,130,2,Agent 5,No,40.93,228.48,Cust2893,Technical Support,Router,4169.97,11/23/2023 08:25:03,Yes
5019,11/10/2023,17:20:37,38,35.54,No,1,23,1,Agent 26,Yes,158.27,58.02,Cust4233,Product Feedback,Smartphone,4402.28,11/11/2023 19:35:41,Yes
5020,11/12/2023,15:39:55,47,34.08,No,4,178,2,Agent 10,Yes,11.53,384.5,Cust9388,Promotions & Offers,Laptop,6257.43,11/13/2023 13:34:15,Yes
5021,11/1/2023,17:22:41,42,51.86,No,1,169,4,Agent 42,No,168.62,85.58,Cust115,Warranty Claim,Smartphone,8338.17,,No
5022,10/25/2023,16:31:36,103,10.56,No,2,103,4,Agent 31,No,104.18,359.99,Cust7436,Promotions & Offers,Tablet,8558.7,,No
5023,10/30/2023,18:34:00,32,46.15,Yes,5,134,3,Agent 18,Yes,199.78,457.09,Cust8705,Product Setup,Router,119.76,,No
5024,11/12/2023,03:06:03,57,40.65,Yes,3,31,4,Agent 3,No,71.64,188.34,Cust8821,Shipping Status,Router,4794.17,,No
5025,11/20/2023,12:30:10,19,54.74,Yes,2,106,2,Agent 48,Yes,85.04,222.38,Cust3428,Account Management,Speaker,2414.51,,No
5026,11/12/2023,06:38:55,59,59.77,Yes,5,184,4,Agent 25,Yes,55.56,465.55,Cust2938,Data Security,Smartwatch,4492.36,,No
5027,11/23/2023,21:25:56,23,7.97,Yes,3,206,2,Agent 17,Yes,92.54,148.99,Cust2484,Product Setup,Speaker,1132.68,,No
5028,11/12/2023,13:03:07,44,27.46,Yes,4,261,2,Agent 39,No,96.29,160.51,Cust8449,Product Setup,Headphones,6931.35,,No
5029,11/10/2023,19:45:08,87,38.39,No,1,211,3,Agent 25,No,136.88,377.09,Cust7435,Data Security,Laptop,9173.3,,No
5030,10/17/2023,05:03:46,38,47.51,No,1,213,1,Agent 36,Yes,171.08,31.05,Cust7595,Product Feedback,Printer,6831.46,,No
5031,11/10/2023,01:26:25,114,48.29,No,2,295,5,Agent 10,Yes,112.76,401.27,Cust8136,Product Feedback,Printer,5580.86,,No
5032,10/19/2023,14:42:54,81,38.41,Yes,5,93,2,Agent 39,No,105.41,339.08,Cust1431,Technical Support,Smartphone,6626.27,10/21/2023 17:05:50,No
5033,11/6/2023,13:22:29,23,49.07,Yes,2,62,1,Agent 33,No,125.52,51.07,Cust8967,Product Setup,Speaker,5753.22,,No
5034,11/9/2023,02:47:06,60,55.32,No,2,33,5,Agent 40,Yes,92.98,467.08,Cust3164,Product Setup,Smartwatch,3730.49,11/09/2023 07:03:06,Yes
5035,11/11/2023,12:12:33,79,52.74,Yes,3,161,5,Agent 20,No,178.05,27.22,Cust7609,Product Setup,Headphones,7299.21,,No
5036,11/20/2023,11:44:54,47,37.5,Yes,4,266,4,Agent 32,Yes,110.18,244.53,Cust6998,Return & Refund,Camera,132.7,11/20/2023 14:01:14,Yes
5037,11/4/2023,14:13:59,30,7.85,Yes,2,134,5,Agent 3,No,47.32,416.0,Cust3603,Promotions & Offers,Smartwatch,715.93,,No
5038,11/4/2023,21:43:51,110,17.68,Yes,3,73,2,Agent 1,No,84.63,362.6,Cust3209,Product Feedback,Smartwatch,3439.1,,No
5039,11/7/2023,14:46:48,75,37.68,Yes,5,100,2,Agent 39,No,111.96,340.22,Cust6310,Technical Support,Smartphone,7011.79,11/09/2023 03:01:49,Yes
5040,10/30/2023,01:35:09,87,57.99,Yes,1,34,4,Agent 21,Yes,103.99,437.54,Cust2476,Promotions & Offers,Smartphone,7259.98,10/31/2023 10:04:06,Yes
5041,10/27/2023,13:15:35,102,9.4,Yes,2,105,5,Agent 4,No,91.89,197.75,Cust6008,Shipping Status,Router,6605.5,,No
5042,10/20/2023,23:33:08,100,15.5,Yes,2,256,2,Agent 16,No,149.85,104.08,Cust9753,Product Feedback,Headphones,6329.82,,No
5043,11/19/2023,05:37:28,33,6.65,No,3,185,3,Agent 43,No,157.56,273.33,Cust2955,Product Setup,Speaker,8084.43,11/21/2023 19:08:17,No
5044,10/18/2023,09:05:01,51,34.35,No,4,178,2,Agent 10,Yes,17.1,379.16,Cust4763,Promotions & Offers,Laptop,6022.65,10/18/2023 15:42:04,Yes
5045,11/24/2023,21:08:07,20,34.27,No,4,221,1,Agent 14,Yes,178.16,39.78,Cust2772,Product Setup,Printer,8813.45,11/25/2023 04:43:05,Yes
5046,10/28/2023,06:05:45,46,8.1,Yes,3,95,2,Agent 36,No,31.5,429.32,Cust3426,Warranty Claim,Camera,9533.88,,No
5047,11/13/2023,17:41:29,60,33.65,Yes,3,19,4,Agent 3,No,70.57,160.7,Cust468,Shipping Status,Router,4653.79,,No
5048,11/14/2023,21:42:41,91,40.17,Yes,1,245,1,Agent 41,No,98.08,340.17,Cust3511,Technical Support,Smartphone,4134.25,11/17/2023 13:33:00,No
5049,11/1/2023,13:39:12,95,41.2,No,2,122,1,Agent 35,No,175.8,299.36,Cust5446,Product Feedback,Speaker,9746.71,11/02/2023 14:27:56,Yes
5050,11/2/2023,02:23:56,113,18.02,Yes,3,19,1,Agent 6,Yes,136.11,497.98,Cust6082,Technical Support,Tablet,740.06,,No
5051,11/9/2023,13:51:39,120,48.66,No,2,282,5,Agent 10,Yes,126.57,395.48,Cust4088,Product Feedback,Printer,6354.21,11/13/2023 18:16:30,No
5052,10/19/2023,11:34:03,32,26.63,Yes,5,132,1,Agent 42,No,169.62,393.88,Cust6345,Product Setup,Smartwatch,3242.28,,No
5053,10/17/2023,14:06:08,104,17.33,Yes,4,277,2,Agent 30,Yes,193.81,131.4,Cust189,Shipping Status,Smartphone,1183.79,10/19/2023 14:00:08,Yes
5054,11/14/2023,13:17:50,80,4.91,No,3,220,4,Agent 46,No,63.37,330.79,Cust8514,Billing Inquiry,Headphones,2392.56,,No
5055,11/6/2023,10:46:31,108,23.09,Yes,3,65,2,Agent 1,No,75.33,360.93,Cust2163,Product Feedback,Smartwatch,3921.22,11/13/2023 05:26:15,No
5056,11/25/2023,13:32:24,70,3.07,Yes,4,96,2,Agent 44,Yes,63.94,43.08,Cust6466,Warranty Claim,Camera,8487.94,11/25/2023 23:52:07,Yes
5057,10/28/2023,15:23:00,115,23.08,No,1,232,4,Agent 49,No,162.01,103.82,Cust1294,Product Setup,Router,1742.83,10/29/2023 04:25:45,Yes
5058,10/31/2023,14:22:16,78,42.75,Yes,1,78,3,Agent 31,Yes,110.54,153.29,Cust9221,Promotions & Offers,Router,9856.39,11/09/2023 16:03:42,No
5059,11/11/2023,01:17:33,88,1.2,No,3,231,4,Agent 46,No,65.18,330.92,Cust3987,Billing Inquiry,Headphones,2166.63,,No
5060,11/13/2023,03:43:45,80,11.96,No,3,56,3,Agent 20,Yes,142.68,155.91,Cust5651,Product Feedback,Charger,5025.24,,No
5061,11/1/2023,03:14:53,56,59.77,Yes,5,67,1,Agent 49,Yes,116.83,354.51,Cust4022,Billing Inquiry,Speaker,3485.28,11/05/2023 08:12:44,No
5062,10/21/2023,13:55:57,40,3.22,Yes,3,109,2,Agent 36,No,37.48,433.7,Cust4854,Warranty Claim,Camera,9209.61,10/22/2023 07:00:30,Yes
5063,10/19/2023,10:09:46,61,43.02,No,2,85,3,Agent 2,Yes,134.42,483.79,Cust7993,Shipping Status,Camera,5774.64,,No
5064,10/16/2023,18:45:40,34,5.1,No,3,176,3,Agent 43,No,170.03,269.12,Cust7727,Product Setup,Speaker,7669.59,,No
5065,10/31/2023,11:56:28,96,46.41,No,2,95,1,Agent 35,No,188.51,330.07,Cust1313,Product Feedback,Speaker,9972.6,,No
5066,10/27/2023,20:05:37,65,14.65,Yes,4,30,1,Agent 17,No,134.72,314.12,Cust2099,Shipping Status,Speaker,8936.28,,No
5067,10/17/2023,13:40:57,60,35.39,Yes,4,16,1,Agent 4,No,107.95,60.45,Cust3336,Account Management,Smartwatch,9972.6,11/06/2023 00:59:09,No
5068,11/12/2023,00:53:48,19,31.64,Yes,5,236,4,Agent 26,Yes,14.32,358.53,Cust6242,Promotions & Offers,Camera,9616.8,,No
5069,10/30/2023,21:04:05,102,55.5,Yes,4,109,5,Agent 31,Yes,83.88,259.31,Cust5873,Billing Inquiry,Camera,9972.6,11/05/2023 00:37:48,No
5070,11/7/2023,11:13:52,85,55.2,No,2,11,1,Agent 36,No,85.4,373.39,Cust3939,Data Security,Headphones,8294.65,11/08/2023 10:29:20,Yes
5071,11/20/2023,04:55:19,73,56.69,No,1,162,3,Agent 36,Yes,187.25,68.31,Cust2670,Promotions & Offers,Headphones,5185.99,11/20/2023 06:24:43,Yes
5072,10/31/2023,05:27:24,46,2.52,Yes,4,66,4,Agent 20,Yes,38.24,430.72,Cust1319,Return & Refund,Smartwatch,6873.55,,No
5073,10/25/2023,08:24:05,12,25.14,Yes,4,85,5,Agent 24,No,100.3,236.42,Cust597,Product Feedback,Tablet,1103.61,,No
5074,10/27/2023,19:31:29,40,28.49,No,1,19,1,Agent 26,Yes,149.84,44.82,Cust3128,Product Feedback,Smartphone,4022.1,10/28/2023 01:59:29,Yes
5075,10/18/2023,07:06:48,8,32.04,Yes,2,288,1,Agent 19,No,118.54,23.47,Cust8188,Technical Support,Router,5549.34,,No
5076,10/25/2023,16:53:23,25,30.06,No,3,147,5,Agent 21,No,27.23,252.08,Cust6222,Product Setup,Camera,5245.93,11/03/2023 03:49:04,No
5077,11/21/2023,17:30:42,20,20.93,No,4,201,3,Agent 39,No,38.22,225.06,Cust4090,Product Setup,Charger,4473.8,,No
5078,10/21/2023,17:37:54,24,57.7,Yes,2,124,2,Agent 5,No,41.89,237.32,Cust9265,Technical Support,Router,4718.56,10/22/2023 13:18:31,Yes
5079,10/29/2023,21:42:08,95,47.36,No,3,283,1,Agent 9,Yes,167.74,188.46,Cust9707,Product Feedback,Speaker,9641.73,10/30/2023 08:24:27,Yes
5080,10/21/2023,20:13:24,89,55.56,Yes,3,164,5,Agent 20,No,178.32,10.98,Cust5430,Product Setup,Headphones,7355.51,,No
5081,10/19/2023,01:25:33,85,31.69,No,5,69,1,Agent 25,No,176.42,112.32,Cust5062,Account Management,Tablet,791.69,,No
5082,10/31/2023,20:00:47,10,15.0,No,1,41,4,Agent 47,Yes,121.84,331.25,Cust4063,Warranty Claim,Printer,3501.6,,No
5083,11/18/2023,13:11:45,28,27.68,No,3,113,3,Agent 21,No,183.95,118.88,Cust8011,Data Security,Laptop,5147.35,,No
5084,10/18/2023,05:37:04,43,1.77,Yes,4,46,4,Agent 20,Yes,37.08,410.73,Cust8804,Return & Refund,Smartwatch,7014.03,,No
5085,11/13/2023,02:07:25,23,20.84,No,4,207,3,Agent 39,No,39.8,223.16,Cust7586,Product Setup,Charger,4503.37,11/14/2023 14:58:05,Yes
5086,10/18/2023,16:47:45,21,15.1,No,1,28,4,Agent 47,Yes,110.75,343.67,Cust1960,Warranty Claim,Printer,3820.28,10/20/2023 23:57:39,No
5087,11/14/2023,16:31:18,120,44.23,No,2,216,1,Agent 45,Yes,85.1,80.24,Cust6393,Product Feedback,Speaker,1582.64,11/15/2023 20:58:51,Yes
5088,11/24/2023,06:00:48,30,11.86,Yes,2,143,5,Agent 3,No,56.73,418.08,Cust799,Promotions & Offers,Smartwatch,1030.51,,No
5089,10/27/2023,17:46:05,103,37.38,No,2,184,1,Agent 45,Yes,23.46,350.66,Cust1912,Product Feedback,Charger,9085.44,10/28/2023 09:48:39,Yes
5090,11/3/2023,23:29:49,20,6.98,No,4,106,4,Agent 49,No,155.89,425.71,Cust3179,Promotions & Offers,Charger,8262.63,11/04/2023 08:11:44,Yes
5091,11/7/2023,13:57:04,64,49.92,No,1,149,3,Agent 36,Yes,182.82,76.74,Cust455,Promotions & Offers,Headphones,4974.97,11/14/2023 12:49:59,No
5092,10/25/2023,19:04:49,88,53.65,No,1,129,5,Agent 14,No,123.02,458.35,Cust859,Data Security,Charger,2520.61,,No
5093,10/18/2023,13:17:02,117,55.25,Yes,2,49,5,Agent 4,No,147.89,323.61,Cust2471,Product Setup,Charger,9972.6,,No
5094,10/19/2023,10:10:46,46,33.42,Yes,4,288,4,Agent 32,Yes,104.07,235.54,Cust4127,Return & Refund,Camera,574.61,,No
5095,10/31/2023,11:40:09,33,20.25,No,3,114,3,Agent 20,Yes,113.73,422.99,Cust1377,Shipping Status,Smartphone,9972.6,10/31/2023 16:40:46,Yes
5096,10/24/2023,22:54:09,119,35.65,No,5,175,1,Agent 50,Yes,145.62,208.38,Cust2372,Product Feedback,Speaker,3551.95,10/25/2023 00:21:26,Yes
5097,11/6/2023,05:03:11,100,2.15,No,2,115,4,Agent 31,No,116.66,370.22,Cust3994,Promotions & Offers,Tablet,9373.14,11/06/2023 21:12:32,Yes
5098,10/19/2023,06:40:58,52,36.28,Yes,4,24,1,Agent 4,No,101.24,80.12,Cust1845,Account Management,Smartwatch,9866.0,10/19/2023 10:19:05,Yes
5099,11/13/2023,03:20:06,73,38.4,Yes,5,101,2,Agent 39,No,102.54,336.64,Cust9405,Technical Support,Smartphone,6297.8,,No
5100,10/22/2023,19:40:39,16,26.5,Yes,5,185,4,Agent 18,No,10.96,231.16,Cust1894,Product Feedback,Laptop,6395.31,10/27/2023 10:20:28,No
5101,10/18/2023,01:18:45,85,1.22,No,5,136,2,Agent 22,No,38.91,392.78,Cust3019,Account Management,Headphones,6107.2,10/23/2023 18:09:30,No
5102,10/26/2023,18:27:35,75,40.91,Yes,1,74,3,Agent 31,Yes,115.63,164.82,Cust2449,Promotions & Offers,Router,9560.12,,No
5103,11/13/2023,01:45:07,112,47.79,Yes,2,159,3,Agent 21,No,58.09,336.26,Cust3611,Data Security,Charger,7059.61,,No
5104,10/21/2023,06:49:51,52,2.63,Yes,4,54,4,Agent 20,Yes,32.96,438.61,Cust5313,Return & Refund,Smartwatch,6797.42,10/25/2023 14:34:26,No
5105,11/16/2023,14:51:15,97,21.73,Yes,3,224,1,Agent 2,No,111.33,61.33,Cust3376,Promotions & Offers,Speaker,6625.52,11/16/2023 20:11:25,Yes
5106,11/10/2023,17:10:13,79,10.24,No,5,149,2,Agent 22,No,31.69,383.53,Cust17,Account Management,Headphones,6040.4,11/11/2023 16:23:06,Yes
5107,10/28/2023,23:52:18,31,14.46,No,4,212,2,Agent 30,Yes,15.72,113.13,Cust6063,Promotions & Offers,Smartphone,1994.03,10/29/2023 15:40:03,Yes
5108,10/20/2023,07:42:09,108,20.71,Yes,3,11,1,Agent 6,Yes,126.68,497.98,Cust6070,Technical Support,Tablet,237.08,10/31/2023 00:47:16,No
5109,11/22/2023,00:34:07,33,13.95,No,4,193,3,Agent 39,No,36.55,243.3,Cust9195,Product Setup,Charger,4517.94,,No
5110,10/26/2023,00:18:55,78,53.91,No,1,167,3,Agent 36,Yes,190.86,53.24,Cust6925,Promotions & Offers,Headphones,5478.43,10/26/2023 04:37:34,Yes
5111,11/10/2023,23:05:09,19,18.07,No,4,189,3,Agent 39,No,46.71,238.2,Cust9193,Product Setup,Charger,4618.98,11/13/2023 19:02:57,No
5112,11/13/2023,07:14:34,89,27.03,Yes,4,249,1,Agent 22,Yes,118.08,28.75,Cust7032,Return & Refund,Smartwatch,2018.38,,No
5113,11/6/2023,22:38:42,62,26.48,Yes,2,189,1,Agent 5,No,121.28,357.36,Cust7729,Shipping Status,Tablet,2072.52,,No
5114,11/9/2023,00:47:02,48,44.66,No,3,188,3,Agent 13,Yes,163.94,52.43,Cust4995,Return & Refund,Camera,924.56,,No
5115,10/28/2023,12:53:59,11,30.28,Yes,2,288,1,Agent 19,No,110.71,35.8,Cust6729,Technical Support,Router,5548.99,11/01/2023 14:50:04,No
5116,11/9/2023,03:55:37,68,9.72,No,1,231,2,Agent 47,Yes,54.43,231.66,Cust4567,Account Management,Speaker,5248.38,11/09/2023 06:26:25,Yes
5117,11/18/2023,14:18:02,80,10.85,Yes,1,116,1,Agent 46,No,163.01,294.74,Cust3272,Product Setup,Router,6657.16,,No
5118,11/16/2023,17:16:07,83,40.53,Yes,5,295,2,Agent 43,Yes,132.65,338.95,Cust5920,Product Feedback,Speaker,7381.51,,No
5119,10/25/2023,14:48:11,66,20.9,No,4,16,5,Agent 34,No,63.33,482.22,Cust4596,Account Management,Smartphone,686.56,,No
5120,11/16/2023,23:01:00,103,8.61,Yes,5,71,4,Agent 47,No,56.15,400.59,Cust2941,Account Management,Smartphone,2431.89,11/20/2023 23:40:24,No
5121,11/12/2023,20:31:17,46,42.28,No,3,206,3,Agent 13,Yes,166.21,74.7,Cust9464,Return & Refund,Camera,635.4,11/16/2023 12:37:19,No
